,Номер,Дата,Команда_1,Команда_2,Период_1,Период_2,Период_3,Овертайм,Буллиты
345,348,2018-11-16,Витязь,Металлург Мг,0:0,1:2,0:2,:,:
346,349,2018-11-16,СКА,Трактор,1:0,0:0,0:0,:,:
347,350,2018-11-16,Спартак,Локомотив,0:1,0:2,1:0,:,:
348,351,2018-11-16,ХК Сочи,Северсталь,1:0,0:0,1:0,:,:
349,352,2018-11-16,Динамо Мн,Автомобилист,0:3,0:1,0:0,:,:
350,353,2018-11-17,Ак Барс,Динамо Р,0:0,0:0,1:1,0:0,1:0
351,354,2018-11-17,Нефтехимик,ЦСКА,1:1,0:1,0:0,:,:
352,355,2018-11-17,Торпедо НН,Слован,0:0,2:0,2:1,:,:
353,356,2018-11-18,Сибирь,Динамо М,1:1,3:1,2:2,:,:
354,357,2018-11-18,Барыс,Салават Юлаев,0:0,0:2,0:1,:,:
355,358,2018-11-18,СКА,Металлург Мг,1:0,1:1,0:0,:,:
356,359,2018-11-18,Йокерит,Локомотив,2:2,1:0,1:1,:,:
357,360,2018-11-19,Адмирал,Спартак,0:1,1:1,1:2,:,:
358,361,2018-11-19,Амур,Динамо Мн,1:1,0:1,2:1,0:0,0:1
359,362,2018-11-19,Северсталь,ХК Сочи,1:2,2:0,1:2,0:0,0:1
360,363,2018-11-19,Торпедо НН,Авангард,1:1,0:0,1:3,:,:
361,364,2018-11-19,ЦСКА,Слован,1:0,2:0,1:0,:,:
362,365,2018-11-20,Сибирь,Салават Юлаев,1:0,0:0,0:0,:,:
363,366,2018-11-20,Автомобилист,Нефтехимик,0:1,1:2,1:3,:,:
364,367,2018-11-20,Трактор,Ак Барс,0:1,0:2,0:0,:,:
365,368,2018-11-21,Амур,Спартак,0:0,0:0,0:0,0:0,1:0
366,369,2018-11-21,Куньлунь РС,Динамо Мн,2:0,1:0,1:1,:,:
367,370,2018-11-21,ЦСКА,ХК Сочи,1:0,0:0,1:0,:,:
368,371,2018-11-21,Йокерит,Авангард,1:0,4:1,2:3,:,:
369,372,2018-11-21,Динамо Р,Витязь,0:1,0:1,1:0,:,:
370,373,2018-11-22,Автомобилист,Торпедо НН,1:1,0:1,0:1,:,:
371,374,2018-11-22,Металлург Мг,Ак Барс,1:2,1:0,0:1,:,:
372,375,2018-11-22,Трактор,Нефтехимик,1:1,2:0,0:1,:,:
373,376,2018-11-22,Локомотив,Динамо М,0:0,1:0,1:0,:,:
374,377,2018-11-22,Северсталь,СКА,0:1,1:4,0:1,:,:
375,378,2018-11-23,Адмирал,Динамо Мн,1:1,3:0,1:0,:,:
376,379,2018-11-23,Куньлунь РС,Спартак,0:1,0:0,0:1,:,:
377,380,2018-11-23,Йокерит,Барыс,0:0,0:1,1:0,0:0,0:1
378,381,2018-11-23,Динамо Р,Авангард,0:0,1:0,2:0,:,:
379,382,2018-11-23,Слован,Витязь,1:0,1:0,0:3,:,:
380,383,2018-11-24,Автомобилист,Ак Барс,0:0,3:2,0:2,:,:
381,384,2018-11-24,Металлург Мг,Нефтехимик,1:0,2:3,0:0,1:0,:
382,385,2018-11-24,Трактор,Торпедо НН,1:0,1:3,1:2,:,:
383,386,2018-11-24,Северсталь,Динамо М,0:0,1:1,0:1,:,:
384,387,2018-11-24,ЦСКА,СКА,0:1,1:0,2:0,:,:
385,388,2018-11-25,Куньлунь РС,ХК Сочи,1:0,1:0,1:0,:,:
386,389,2018-11-25,Салават Юлаев,Динамо Мн,2:1,3:0,1:0,:,:
387,390,2018-11-25,Локомотив,Барыс,1:0,1:3,3:0,:,:
388,391,2018-11-25,Слован,Авангард,0:0,1:2,0:2,:,:
389,392,2018-11-26,Амур,Сибирь,1:2,0:1,1:0,:,:
390,393,2018-11-26,Металлург Мг,Торпедо НН,1:1,3:1,1:2,:,:
391,394,2018-11-26,Ак Барс,Нефтехимик,1:0,1:0,1:1,:,:
392,395,2018-11-26,Динамо М,Йокерит,1:0,1:0,0:0,:,:
393,396,2018-11-26,ЦСКА,Витязь,2:0,0:1,1:0,:,:
394,397,2018-11-26,Динамо Р,СКА,0:1,1:0,0:2,:,:
395,398,2018-11-27,Адмирал,ХК Сочи,1:1,1:0,2:1,:,:
396,399,2018-11-27,Салават Юлаев,Автомобилист,0:0,0:1,0:1,:,:
397,400,2018-11-27,Северсталь,Барыс,1:1,0:3,2:1,:,:
398,401,2018-11-28,Куньлунь РС,Сибирь,1:3,0:2,4:0,0:0,0:1
399,402,2018-11-28,Ак Барс,Торпедо НН,2:0,3:0,0:1,:,:
400,403,2018-11-28,Нефтехимик,Локомотив,2:2,0:0,1:1,0:0,0:1
401,404,2018-11-28,Витязь,СКА,0:2,0:3,0:1,:,:
402,405,2018-11-28,Динамо М,Слован,0:0,2:0,1:0,:,:
403,406,2018-11-28,Динамо Мн,Йокерит,1:2,0:2,0:0,:,:
404,407,2018-11-28,Динамо Р,ЦСКА,0:2,0:1,0:2,:,:
405,408,2018-11-29,Амур,ХК Сочи,1:0,0:0,1:2,0:0,0:1
406,409,2018-11-29,Авангард,Автомобилист,2:0,0:0,1:0,:,:
407,410,2018-11-29,Салават Юлаев,Металлург Мг,0:2,0:1,0:1,:,:
408,411,2018-11-29,Трактор,Адмирал,0:1,1:0,1:0,:,:
409,412,2018-11-29,Спартак,Северсталь,1:0,0:0,2:0,:,:
410,413,2018-11-29,Куньлунь РС,Сибирь,1:1,1:1,2:0,:,:
411,414,2018-11-30,Ак Барс,Локомотив,1:0,1:1,3:2,:,:
412,415,2018-11-30,Витязь,Слован,0:1,0:1,2:0,1:0,:
413,416,2018-12-01,Авангард,Металлург Мг,0:0,1:1,0:1,:,:
414,417,2018-12-01,Барыс,Автомобилист,0:2,1:2,1:3,:,:
415,418,2018-12-01,Салават Юлаев,Адмирал,0:0,1:1,0:0,0:0,0:1
416,419,2018-12-01,Трактор,Динамо Р,0:0,0:0,1:0,:,:
417,420,2018-12-01,Нефтехимик,Северсталь,0:1,1:1,1:1,:,:
418,421,2018-12-01,Торпедо НН,Динамо М,1:0,1:1,0:2,:,:
419,422,2018-12-01,Спартак,ЦСКА,2:1,0:3,1:0,:,:
420,423,2018-12-02,Витязь,Динамо Мн,1:2,0:1,2:0,0:0,0:1
421,424,2018-12-02,Йокерит,Слован,1:0,1:0,1:0,:,:
422,425,2018-12-03,Сибирь,Адмирал,2:1,1:0,0:0,:,:
423,426,2018-12-03,Барыс,Металлург Мг,0:0,2:0,1:2,:,:
424,427,2018-12-03,Ак Барс,Северсталь,2:2,1:0,1:0,:,:
425,428,2018-12-03,Локомотив,Куньлунь РС,1:1,0:0,0:0,0:0,1:0
426,429,2018-12-03,Спартак,Динамо Р,1:0,0:0,1:2,0:0,1:0
427,430,2018-12-03,Динамо М,Амур,1:0,1:1,0:1,1:0,:
428,431,2018-12-03,ХК Сочи,ЦСКА,0:2,0:0,1:1,:,:
429,746,2018-12-03,Авангард,Салават Юлаев,0:0,1:0,0:0,:,:
430,432,2018-12-04,Авангард,Трактор,0:1,1:1,1:0,0:1,:
431,433,2018-12-04,СКА,Торпедо НН,0:0,3:0,3:0,:,:
432,435,2018-12-04,Динамо Мн,Нефтехимик,1:0,0:1,0:1,:,:
433,434,2018-12-05,Спартак,Йокерит,0:0,1:1,4:0,:,:
434,436,2018-12-05,Сибирь,Металлург Мг,0:0,0:0,0:0,0:0,1:0
435,437,2018-12-05,Локомотив,Амур,2:0,1:0,0:0,:,:
436,438,2018-12-05,Динамо М,Куньлунь РС,0:1,3:1,1:1,:,:
437,439,2018-12-05,ХК Сочи,Динамо Р,1:0,1:0,0:2,0:0,1:0
438,440,2018-12-05,Слован,Салават Юлаев,0:2,2:2,0:1,:,:
439,441,2018-12-06,Барыс,Трактор,1:1,0:0,2:0,:,:
440,442,2018-12-06,Витязь,Нефтехимик,1:0,1:0,1:1,:,:
441,443,2018-12-06,СКА,Ак Барс,3:0,2:1,0:0,:,:
442,444,2018-12-06,ЦСКА,Авангард,0:0,3:1,0:1,:,:
443,445,2018-12-06,Динамо Мн,Торпедо НН,2:1,1:2,0:3,:,:
444,446,2018-12-07,Автомобилист,Амур,1:0,1:1,2:3,1:0,:
445,447,2018-12-07,Локомотив,Йокерит,0:1,0:2,0:0,:,:
446,448,2018-12-07,Северсталь,Куньлунь РС,1:0,0:0,0:1,1:0,:
447,449,2018-12-07,Динамо Р,Салават Юлаев,0:2,2:1,0:1,:,:
448,450,2018-12-08,Адмирал,Барыс,1:1,0:1,0:1,:,:
449,451,2018-12-08,Сибирь,Трактор,0:1,1:0,0:0,0:1,:
450,452,2018-12-08,Металлург Мг,Спартак,4:2,2:1,1:0,:,:
451,453,2018-12-08,Торпедо НН,Нефтехимик,1:0,3:2,1:1,:,:
452,454,2018-12-08,Витязь,Динамо М,0:1,2:0,0:0,:,:
453,455,2018-12-08,ХК Сочи,Авангард,2:1,1:0,0:1,:,:
454,456,2018-12-08,Слован,Ак Барс,0:1,1:0,0:1,:,:
455,457,2018-12-09,Автомобилист,Куньлунь РС,0:2,3:0,2:1,:,:
456,458,2018-12-09,Северсталь,Йокерит,0:0,3:2,0:2,:,:
457,459,2018-12-09,ЦСКА,Салават Юлаев,0:0,1:0,2:0,:,:
458,460,2018-12-10,Амур,Барыс,1:1,0:0,1:0,:,:
459,461,2018-12-10,Автомобилист,Спартак,0:0,2:1,2:0,:,:
460,462,2018-12-10,Металлург Мг,Авангард,0:0,2:2,0:1,:,:
461,463,2018-12-10,Торпедо НН,Локомотив,2:1,1:1,1:0,:,:
462,464,2018-12-10,Динамо М,СКА,0:1,0:0,0:1,:,:
463,465,2018-12-10,ХК Сочи,Нефтехимик,0:1,0:2,2:0,:,:
464,466,2018-12-10,Динамо Мн,Витязь,0:1,0:0,0:0,:,:
465,467,2018-12-10,Динамо Р,Ак Барс,0:1,1:1,0:1,:,:
466,310,2018-12-11,Динамо М,Северсталь,0:0,2:1,1:0,:,:
467,468,2018-12-11,Йокерит,Салават Юлаев,0:1,0:0,2:2,:,:
468,469,2018-12-12,Куньлунь РС,Барыс,0:1,1:2,0:1,:,:
469,470,2018-12-12,Слован,Динамо Р,1:2,2:1,0:1,:,:
470,471,2018-12-17,Куньлунь РС,Амур,0:0,3:0,0:1,:,:
471,472,2018-12-17,Ак Барс,Автомобилист,1:1,1:0,1:0,:,:
472,473,2018-12-17,Нефтехимик,Трактор,0:1,0:0,0:0,:,:
473,474,2018-12-17,Торпедо НН,Металлург Мг,1:1,0:1,1:1,:,:
474,585,2018-12-17,Авангард,Йокерит,0:1,2:1,0:0,1:0,:
475,475,2018-12-18,Витязь,ЦСКА,1:0,1:0,0:0,:,:
476,476,2018-12-18,Адмирал,Динамо М,1:0,0:1,0:1,:,:
477,477,2018-12-18,Куньлунь РС,Амур,0:2,0:1,2:0,:,:
478,478,2018-12-18,Сибирь,Локомотив,2:1,1:0,1:1,:,:
479,479,2018-12-18,Барыс,Северсталь,0:0,1:0,2:0,:,:
480,480,2018-12-18,СКА,Слован,1:1,2:0,1:0,:,:
481,481,2018-12-18,Спартак,Йокерит,2:0,1:0,2:0,:,:
482,482,2018-12-18,ХК Сочи,Салават Юлаев,1:0,2:0,2:2,:,:
483,483,2018-12-18,Динамо Мн,Динамо Р,0:0,0:1,2:0,:,:
484,484,2018-12-19,Ак Барс,Металлург Мг,2:0,1:1,0:2,0:0,0:1
485,485,2018-12-19,Нефтехимик,Автомобилист,0:2,1:0,0:0,:,:
486,486,2018-12-19,Торпедо НН,Трактор,0:1,1:0,1:1,0:1,:
487,487,2018-12-20,Куньлунь РС,Динамо М,2:0,0:3,0:0,:,:
488,488,2018-12-20,Сибирь,Амур,0:1,4:1,0:1,:,:
489,489,2018-12-20,Авангард,Северсталь,2:0,0:2,5:1,:,:
490,490,2018-12-20,Барыс,Локомотив,0:1,1:1,0:0,:,:
491,491,2018-12-20,Витязь,ХК Сочи,1:0,1:0,1:2,:,:
492,492,2018-12-20,СКА,Динамо Р,2:1,0:1,0:0,0:1,:
493,493,2018-12-20,Спартак,Салават Юлаев,0:0,0:1,1:0,0:0,1:0
494,494,2018-12-20,Йокерит,ЦСКА,2:1,1:0,1:0,:,:
495,495,2018-12-20,Динамо Мн,Слован,0:1,0:0,2:0,:,:
496,496,2018-12-21,Ак Барс,Трактор,2:1,2:0,1:2,:,:
497,497,2018-12-21,Нефтехимик,Металлург Мг,0:0,2:4,0:0,:,:
498,498,2018-12-21,Торпедо НН,Автомобилист,0:1,0:2,1:2,:,:
499,499,2018-12-22,Амур,Динамо М,0:0,0:1,0:1,:,:
500,500,2018-12-22,Сибирь,Адмирал,0:2,1:1,0:1,:,:
501,501,2018-12-22,Авангард,Локомотив,0:2,0:0,0:0,:,:
502,502,2018-12-22,Салават Юлаев,Северсталь,0:1,1:1,2:0,:,:
503,503,2018-12-22,СКА,ЦСКА,0:1,0:2,1:1,:,:
504,504,2018-12-22,Спартак,ХК Сочи,0:0,1:0,1:2,1:0,:
505,505,2018-12-22,Йокерит,Динамо Р,0:1,2:1,0:0,1:0,:
506,506,2018-12-23,Куньлунь РС,Витязь,1:0,0:1,0:2,:,:
507,507,2018-12-23,Автомобилист,Трактор,1:0,2:0,0:2,:,:
508,508,2018-12-23,Слован,Металлург Мг,0:2,1:1,0:1,:,:
509,509,2018-12-24,Авангард,Сибирь,0:0,2:0,1:1,:,:
510,510,2018-12-24,Барыс,Адмирал,3:3,0:0,1:0,:,:
511,511,2018-12-24,Салават Юлаев,Локомотив,1:1,0:1,2:1,0:1,:
512,512,2018-12-24,ХК Сочи,Торпедо НН,2:1,1:0,2:1,:,:
513,513,2018-12-24,ЦСКА,Нефтехимик,2:2,1:0,0:1,1:0,:
514,514,2018-12-24,Динамо Мн,Ак Барс,2:0,0:0,1:2,:,:
515,515,2018-12-25,Амур,Витязь,0:1,0:0,2:0,:,:
516,516,2018-12-25,Куньлунь РС,СКА,0:0,2:2,1:3,:,:
517,517,2018-12-26,Автомобилист,Авангард,2:0,0:1,1:1,:,:
518,518,2018-12-26,Салават Юлаев,Сибирь,0:0,0:2,1:0,:,:
519,519,2018-12-26,Трактор,Динамо Мн,0:0,1:1,1:0,:,:
520,520,2018-12-26,Северсталь,Спартак,1:0,1:0,2:2,:,:
521,521,2018-12-26,ХК Сочи,Ак Барс,1:0,1:1,1:0,:,:
522,522,2018-12-26,Йокерит,Динамо М,0:1,2:1,1:1,0:1,:
523,523,2018-12-26,Динамо Р,Нефтехимик,0:0,0:0,2:0,:,:
524,524,2018-12-26,Слован,Торпедо НН,1:0,0:3,3:1,0:0,1:0
525,525,2018-12-27,Адмирал,Витязь,2:2,0:0,2:0,:,:
526,526,2018-12-27,Амур,СКА,0:0,0:0,0:2,:,:
527,527,2018-12-28,Сибирь,Авангард,0:0,1:0,2:0,:,:
528,528,2018-12-28,Автомобилист,Динамо Мн,1:1,0:0,1:0,:,:
529,529,2018-12-28,Салават Юлаев,Куньлунь РС,3:0,0:0,2:0,:,:
530,530,2018-12-28,Трактор,Барыс,0:0,0:2,0:1,:,:
531,531,2018-12-28,Локомотив,Спартак,1:0,0:1,2:0,:,:
532,532,2018-12-28,Северсталь,Динамо М,2:0,0:3,1:2,:,:
533,533,2018-12-28,ХК Сочи,Йокерит,1:1,1:1,1:2,:,:
534,534,2018-12-28,ЦСКА,Ак Барс,2:0,1:1,1:1,:,:
535,535,2018-12-28,Динамо Р,Торпедо НН,0:0,0:1,2:1,0:0,0:1
536,536,2018-12-28,Слован,Нефтехимик,1:0,0:1,2:0,:,:
537,537,2018-12-29,Адмирал,СКА,2:0,0:0,0:2,0:1,:
538,538,2018-12-30,Авангард,Барыс,0:2,0:1,3:0,0:0,1:0
539,539,2018-12-30,Трактор,Куньлунь РС,0:0,0:1,0:1,:,:
540,540,2018-12-30,Локомотив,Динамо Мн,0:1,0:1,0:1,:,:
541,541,2018-12-30,ХК Сочи,Спартак,1:0,0:1,0:0,0:0,0:1
542,542,2018-12-30,ЦСКА,Торпедо НН,0:0,1:1,1:0,:,:
543,543,2018-12-30,Динамо Р,Динамо М,2:2,2:0,1:2,:,:
544,544,2018-12-30,Слован,Йокерит,0:1,0:1,1:1,:,:
545,705,2018-12-30,Ак Барс,Нефтехимик,0:0,0:0,1:0,:,:
546,545,2019-01-03,Куньлунь РС,Адмирал,1:0,1:3,0:0,:,:
547,546,2019-01-03,Ак Барс,Авангард,2:1,1:1,0:1,1:0,:
548,547,2019-01-03,Спартак,Барыс,1:0,1:1,0:2,:,:
549,548,2019-01-03,Йокерит,Сибирь,1:0,2:1,1:0,:,:
550,549,2019-01-04,Трактор,Амур,0:0,2:0,1:0,:,:
551,550,2019-01-04,Ак Барс,Салават Юлаев,2:0,1:0,0:1,:,:
552,551,2019-01-04,Локомотив,Динамо Р,0:0,0:0,2:1,:,:
553,552,2019-01-04,Северсталь,Слован,0:0,1:0,1:0,:,:
554,553,2019-01-04,Витязь,ЦСКА,0:0,0:0,1:1,0:1,:
555,554,2019-01-04,Динамо М,Автомобилист,0:0,2:0,0:0,:,:
556,555,2019-01-04,Динамо Мн,СКА,0:0,0:0,0:2,:,:
557,556,2019-01-05,Куньлунь РС,Адмирал,2:0,1:3,1:0,:,:
558,557,2019-01-05,Металлург Мг,Торпедо НН,2:1,3:1,2:1,:,:
559,558,2019-01-05,Нефтехимик,Авангард,1:1,0:0,0:1,:,:
560,559,2019-01-05,Спартак,Сибирь,0:0,5:0,2:0,:,:
561,560,2019-01-05,ХК Сочи,Барыс,0:1,0:1,0:1,:,:
562,561,2019-01-06,Салават Юлаев,Амур,2:0,3:0,1:1,:,:
563,562,2019-01-06,Трактор,Автомобилист,0:0,0:1,0:1,:,:
564,563,2019-01-06,Локомотив,Слован,0:0,0:0,1:0,:,:
565,564,2019-01-06,Динамо М,Динамо Р,0:0,1:0,0:1,0:1,:
566,565,2019-01-06,Йокерит,СКА,1:3,0:1,0:0,:,:
567,566,2019-01-06,Динамо Мн,ЦСКА,0:1,0:1,1:0,:,:
568,567,2019-01-07,Металлург Мг,Адмирал,1:1,1:0,1:0,:,:
569,568,2019-01-07,Нефтехимик,Торпедо НН,0:0,1:2,2:1,1:0,:
570,569,2019-01-07,Витязь,Ак Барс,1:1,1:0,0:0,:,:
571,570,2019-01-07,Спартак,Авангард,0:2,0:1,0:1,:,:
572,571,2019-01-07,ХК Сочи,Сибирь,0:1,2:0,3:2,:,:
573,572,2019-01-08,Барыс,Амур,1:1,1:0,2:1,:,:
574,573,2019-01-08,Автомобилист,СКА,0:2,0:1,0:3,:,:
575,574,2019-01-08,Салават Юлаев,Куньлунь РС,1:2,4:1,2:1,:,:
576,575,2019-01-08,Локомотив,ЦСКА,0:0,1:0,0:0,:,:
577,576,2019-01-08,Северсталь,Динамо Р,1:2,0:0,1:0,1:0,:
578,577,2019-01-08,Йокерит,Динамо М,1:2,0:0,1:1,:,:
579,578,2019-01-08,Динамо Мн,Слован,2:1,2:1,1:1,:,:
580,579,2019-01-09,Трактор,Ак Барс,0:0,0:0,1:0,:,:
581,580,2019-01-09,Спартак,Нефтехимик,1:0,0:1,1:1,0:0,1:0
582,677,2019-01-09,Авангард,Витязь,1:0,0:2,1:0,0:1,:
583,159,2019-01-10,Салават Юлаев,Динамо Р,2:2,0:0,0:0,1:0,:
584,581,2019-01-10,Адмирал,Амур,1:0,1:1,1:0,:,:
585,582,2019-01-10,Барыс,Куньлунь РС,1:2,0:0,0:1,:,:
586,583,2019-01-10,Локомотив,СКА,0:0,0:4,0:0,:,:
587,584,2019-01-11,Сибирь,Северсталь,1:2,1:2,2:1,:,:
588,586,2019-01-11,Металлург Мг,Динамо Мн,1:1,1:2,2:0,:,:
589,587,2019-01-11,Салават Юлаев,ХК Сочи,2:0,1:1,1:3,1:0,:
590,588,2019-01-11,Ак Барс,Динамо М,0:2,0:1,2:0,:,:
591,589,2019-01-11,Торпедо НН,Автомобилист,0:1,0:0,3:1,:,:
592,590,2019-01-11,ЦСКА,Трактор,2:0,2:0,2:0,:,:
593,591,2019-01-11,Слован,Витязь,0:3,1:0,0:0,:,:
594,592,2019-01-13,Адмирал,Локомотив,0:1,1:2,1:1,:,:
595,593,2019-01-13,Амур,Северсталь,1:1,0:1,1:0,0:0,0:1
596,594,2019-01-13,Куньлунь РС,Йокерит,1:2,0:2,2:1,:,:
597,595,2019-01-13,Сибирь,Салават Юлаев,1:1,0:0,3:1,:,:
598,596,2019-01-13,Авангард,Спартак,0:1,2:0,1:0,:,:
599,597,2019-01-13,Барыс,ХК Сочи,0:1,1:0,1:1,0:0,1:0
600,599,2019-01-13,Торпедо НН,Динамо М,0:0,0:2,1:1,:,:
601,600,2019-01-13,СКА,Витязь,2:1,0:0,1:0,:,:
602,601,2019-01-13,ЦСКА,Динамо Мн,1:0,2:0,0:0,:,:
603,602,2019-01-13,Динамо Р,Трактор,1:0,0:1,0:0,0:1,:
604,603,2019-01-13,Слован,Автомобилист,1:3,1:1,1:2,:,:
605,740,2019-01-13,Металлург Мг,Нефтехимик,2:2,2:0,1:0,:,:
606,604,2019-01-15,Адмирал,Йокерит,0:1,1:0,3:0,:,:
607,605,2019-01-15,Амур,Локомотив,0:1,0:1,0:0,:,:
608,606,2019-01-15,Куньлунь РС,Северсталь,0:1,1:2,0:1,:,:
609,607,2019-01-15,Сибирь,ХК Сочи,3:3,1:1,1:0,:,:
610,608,2019-01-15,Авангард,Салават Юлаев,0:1,3:1,1:2,0:0,1:0
611,609,2019-01-15,Барыс,Спартак,3:2,1:3,0:0,:,:
612,611,2019-01-15,СКА,Нефтехимик,2:1,0:1,0:0,0:1,:
613,612,2019-01-15,ЦСКА,Металлург Мг,0:0,1:0,2:0,:,:
614,613,2019-01-15,Динамо Мн,Витязь,0:1,2:1,0:0,0:1,:
615,614,2019-01-15,Динамо Р,Автомобилист,0:0,0:0,1:1,0:1,:
616,615,2019-01-15,Слован,Трактор,0:0,0:1,0:1,:,:
617,616,2019-01-17,Адмирал,Северсталь,1:1,0:2,1:1,:,:
618,617,2019-01-17,Амур,Йокерит,1:0,1:1,2:3,0:0,0:1
619,618,2019-01-17,Куньлунь РС,Локомотив,0:3,0:1,1:1,:,:
620,619,2019-01-17,Сибирь,Спартак,1:0,1:2,1:1,1:0,:
621,620,2019-01-17,Авангард,ХК Сочи,0:1,1:1,1:2,:,:
622,621,2019-01-17,Барыс,Салават Юлаев,0:0,0:0,0:0,1:0,:
623,622,2019-01-17,Трактор,Торпедо НН,0:1,2:1,1:0,:,:
624,623,2019-01-17,Нефтехимик,Витязь,0:0,1:0,0:2,:,:
625,624,2019-01-17,СКА,Динамо М,1:0,1:1,1:0,:,:
626,625,2019-01-17,ЦСКА,Автомобилист,1:0,0:0,2:0,:,:
627,626,2019-01-17,Динамо Р,Металлург Мг,0:0,0:0,0:2,:,:
628,627,2019-01-21,Спартак,Торпедо НН,2:0,1:1,3:0,:,:
629,628,2019-01-21,Динамо М,Северсталь,0:0,1:1,0:0,0:1,:
630,629,2019-01-21,Йокерит,Нефтехимик,0:2,0:0,1:0,:,:
631,630,2019-01-22,Адмирал,Авангард,2:0,1:1,1:0,:,:
632,631,2019-01-22,Амур,Сибирь,1:2,1:1,0:1,:,:
633,632,2019-01-22,Куньлунь РС,Салават Юлаев,0:1,2:0,0:1,0:0,0:1
634,633,2019-01-22,Автомобилист,Трактор,1:0,2:0,0:0,:,:
635,634,2019-01-22,Металлург Мг,Барыс,0:0,0:2,1:1,:,:
636,635,2019-01-22,Локомотив,ЦСКА,1:0,1:1,0:0,:,:
637,636,2019-01-22,СКА,Динамо Мн,3:0,2:0,0:1,:,:
638,637,2019-01-22,Динамо Р,Слован,1:0,1:2,1:0,:,:
639,638,2019-01-23,Витязь,Торпедо НН,0:1,0:2,0:3,:,:
640,639,2019-01-23,Спартак,Северсталь,2:3,2:0,0:0,:,:
641,640,2019-01-23,ХК Сочи,Нефтехимик,0:0,0:0,0:1,:,:
642,641,2019-01-23,Йокерит,Ак Барс,1:2,0:1,1:0,:,:
643,642,2019-01-24,Адмирал,Сибирь,2:1,2:0,0:1,:,:
644,643,2019-01-24,Амур,Авангард,0:2,0:1,0:0,:,:
645,644,2019-01-24,Куньлунь РС,Салават Юлаев,0:1,1:0,0:1,:,:
646,645,2019-01-24,Металлург Мг,Трактор,1:0,1:0,0:0,:,:
647,646,2019-01-24,Локомотив,Слован,1:0,3:0,3:0,:,:
648,647,2019-01-24,СКА,Барыс,1:0,0:1,1:1,0:0,1:0
649,648,2019-01-24,Динамо Р,Динамо Мн,0:1,1:0,1:1,0:0,1:0
650,649,2019-01-25,Нефтехимик,Автомобилист,0:1,0:1,0:1,:,:
651,650,2019-01-25,Витязь,Северсталь,0:1,1:2,4:0,:,:
652,651,2019-01-25,Динамо М,Спартак,0:0,1:0,2:1,:,:
653,652,2019-01-25,Йокерит,Торпедо НН,2:1,0:0,2:1,:,:
654,653,2019-01-26,Адмирал,Сибирь,1:2,1:2,1:1,:,:
655,654,2019-01-26,Амур,Салават Юлаев,0:0,1:0,2:0,:,:
656,655,2019-01-26,Куньлунь РС,Авангард,0:1,1:2,2:3,:,:
657,656,2019-01-26,Ак Барс,Трактор,0:1,0:0,1:1,:,:
658,657,2019-01-26,СКА,Динамо Р,2:1,4:0,1:0,:,:
659,658,2019-01-26,ЦСКА,Барыс,0:2,1:2,1:1,:,:
660,659,2019-01-26,Слован,Динамо Мн,1:1,1:2,0:1,:,:
661,660,2019-01-27,Металлург Мг,Автомобилист,1:2,2:0,3:1,:,:
662,661,2019-01-27,Локомотив,ХК Сочи,0:0,0:0,1:0,:,:
663,662,2019-01-27,Нефтехимик,Торпедо НН,1:0,0:1,2:0,:,:
664,663,2019-01-28,Северсталь,Витязь,0:0,0:1,1:0,0:0,1:0
665,664,2019-01-28,Адмирал,Амур,0:3,0:2,0:2,:,:
666,665,2019-01-28,Куньлунь РС,Авангард,2:0,1:0,2:2,:,:
667,666,2019-01-28,Динамо М,Динамо Р,0:1,1:1,2:0,:,:
668,667,2019-01-28,ЦСКА,Динамо Мн,0:0,0:2,2:0,1:0,:
669,668,2019-01-29,Сибирь,Барыс,0:0,1:0,0:1,1:0,:
670,669,2019-01-29,Металлург Мг,СКА,0:0,1:0,0:3,:,:
671,670,2019-01-29,Салават Юлаев,Йокерит,0:1,1:1,0:2,:,:
672,672,2019-01-29,Ак Барс,Автомобилист,1:1,0:0,0:0,0:0,0:1
673,673,2019-01-29,Нефтехимик,ХК Сочи,0:0,0:1,0:0,:,:
674,671,2019-01-30,Трактор,Витязь,2:1,0:2,0:0,:,:
675,674,2019-01-30,Северсталь,Локомотив,1:2,1:1,0:1,:,:
676,675,2019-01-31,Амур,Куньлунь РС,2:2,0:0,0:0,1:0,:
677,676,2019-01-31,Сибирь,Йокерит,0:1,1:0,2:2,0:1,:
678,678,2019-01-31,Барыс,СКА,1:2,1:1,0:0,:,:
679,679,2019-01-31,Динамо М,Металлург Мг,1:0,1:0,2:2,:,:
680,680,2019-01-31,ЦСКА,Ак Барс,0:1,2:1,3:2,:,:
681,681,2019-01-31,Динамо Мн,Адмирал,0:1,1:1,1:0,0:0,0:1
682,682,2019-01-31,Динамо Р,Спартак,1:0,0:1,0:0,1:0,:
683,683,2019-01-31,Слован,ХК Сочи,1:1,1:0,0:1,1:0,:
684,684,2019-02-01,Торпедо НН,Локомотив,0:1,1:1,1:0,1:0,:
685,687,2019-02-02,Барыс,Йокерит,1:1,2:1,5:0,:,:
686,688,2019-02-02,Автомобилист,Витязь,1:0,0:1,0:0,0:0,1:0
687,689,2019-02-02,Салават Юлаев,Амур,1:1,0:0,2:0,:,:
688,690,2019-02-02,Трактор,Металлург Мг,2:0,1:1,0:0,:,:
689,691,2019-02-02,Северсталь,ЦСКА,0:1,0:2,0:1,:,:
